Row ID,Column,WC,Narrativity_Overall,Narrativity_Staging,Narrativity_PlotProg,Narrativity_CogTension,Staging_1,Staging_2,Staging_3,Staging_4,Staging_5,PlotProg_1,PlotProg_2,PlotProg_3,PlotProg_4,PlotProg_5,CogTension_1,CogTension_2,CogTension_3,CogTension_4,CogTension_5
207,cleaned_lyrics,358,60.15,93.89,58.83,27.74,100,44.96,17.44,27.91,0,0,41.24,89.35,58.18,100,42.26,28.17,28.17,100,0
208,cleaned_lyrics,225,,,,
209,cleaned_lyrics,341,,,,,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
210,cleaned_lyrics,352,16.98,62.83,34.59,-46.47,100,0,87.96,58.98,44.49,0,100,11.67,70.83,3.21,32.86,32.86,33.33,0,100
211,cleaned_lyrics,406,18.52,38.96,9.76,6.84,40.24,50,25,0,100,62.6,50,58.33,100,0,79.02,20,100,40,0
212,cleaned_lyrics,322,39.93,74.58,41.18,4.04,100,9.58,61.22,0,0,0,79.15,19.61,100,82.77,49.23,0,100,0,0
213,cleaned_lyrics,0,,,,
214,cleaned_lyrics,245,,,,
215,cleaned_lyrics,270,14.93,26.1,35.6,-16.92,54.55,72.73,36.36,100,0,0,83.33,100,16.67,100,100,40,20,60,0
216,cleaned_lyrics,336,-6.96,49.17,-16.35,-53.71,70.96,100,100,25,0,26.58,23.08,23.08,0,100,100,0,0,0,0
217,cleaned_lyrics,440,,87.41,61.5,,100,0,0,0,50,0,100,80,80,0,50,50,50,50,50
218,cleaned_lyrics,423,26.87,49.43,-30.7,61.88,76.07,0,65.2,100,34.02,100,100,47.17,0,80.19,0,100,100,0,0
219,cleaned_lyrics,374,18.26,31.13,10.75,12.9,49.8,100,49.8,49.8,0,50,100,75,0,10.47,33.33,0,33.33,100,34.01
220,cleaned_lyrics,470,-4.2,7.76,-26.14,5.78,25,50,100,0,50,100,100,66.67,0,16.67,100,100,0,100,0
221,cleaned_lyrics,376,-18.4,5.33,-19.39,-41.14,20.61,100,33.33,0,33.33,65.79,0,71.43,57.14,100,100,40.64,20.32,0,0
222,cleaned_lyrics,263,52.47,50.8,54.7,51.9,85.52,27.58,100,0,88.58,0,20,100,90.38,8.85,0,49.06,24.53,100,25
223,cleaned_lyrics,490,-3.92,7.95,-16.91,-2.78,30,0,70,100,0,75.61,100,0,43.9,48.78,60,20,0,100,20
224,cleaned_lyrics,274,,52.21,-29.38,,98.18,0,98.18,0,100,47.79,0,23.89,47.79,100,50,50,50,50,50
225,cleaned_lyrics,268,-6.85,-34.99,-3.4,17.86,0,30.99,61.99,100,36.84,0,0,15.54,4.99,100,0,96.36,96.36,1.82,100
226,cleaned_lyrics,197,,,,
227,cleaned_lyrics,249,,,,
228,cleaned_lyrics,287,-13.37,-21.94,-33.52,15.34,12.11,100,89.43,51.1,0,100,28,36.63,54.95,0,97.84,73.28,50,100,0
229,cleaned_lyrics,167,,,,
230,cleaned_lyrics,433,41.23,52.96,17.15,53.59,76.11,0,21.74,100,34.01,15.58,15.58,100,0,0,0,50,100,0,0
231,cleaned_lyrics,129,,,,
232,cleaned_lyrics,248,,,,
233,cleaned_lyrics,0,,,,
234,cleaned_lyrics,0,,,,
235,cleaned_lyrics,0,,,,
236,cleaned_lyrics,242,,,,
237,cleaned_lyrics,621,20.8,59.62,-17.37,20.15,78.64,100,70,60,0,85.28,80,90,0,100,49.52,30,20,100,0
238,cleaned_lyrics,481,38.77,62.48,31.86,21.98,100,88.18,44.09,88.18,0,0,100,100,5.13,100,0,25.77,50.51,75.26,100
239,cleaned_lyrics,351,31.29,46.01,25.61,22.24,68.31,0,75,0,100,7.92,100,0,62.5,50,0,83.45,100,0.7,83.45
240,cleaned_lyrics,343,92.73,99.01,97.1,82.07,100,49.32,23.98,8.57,0,0,44.1,88.2,100,100,0,75,100,76.1,76.1
241,cleaned_lyrics,340,70.66,88.44,69.96,53.59,100,17.65,0,35.29,17.65,0,64.71,100,61.76,88.24,0,60,20,100,0
242,cleaned_lyrics,208,,,,
243,cleaned_lyrics,330,44.07,41.13,7.2,83.87,72.73,100,0,72.73,9.09,43.48,0,100,73.91,91.3,0,83.33,100,33.33,0
244,cleaned_lyrics,316,28.55,58,33.98,-6.34,100,0,94.76,0,0,0,89.02,8.47,100,96.34,23.83,75,0,75,100
245,cleaned_lyrics,435,7.48,71.03,-3.89,-44.71,100,66.67,83.33,0,66.67,52.94,29.41,0,100,17.65,25,50,0,0,100
246,cleaned_lyrics,465,0.58,39.62,-49.22,11.35,66.67,100,100,66.67,0,100,54.55,18.18,9.09,0,55.56,100,66.67,0,33.33
247,cleaned_lyrics,380,-13.13,39.04,-7.02,-71.42,50,100,0,0,0,100,83.33,50,100,0,50,25,0,25,100
248,cleaned_lyrics,423,-1.68,81.4,-27.65,-58.8,100,43.41,37.13,57.26,0,46.64,29.68,0,44.22,100,8.98,0,8.98,9.09,100
249,cleaned_lyrics,362,7.64,-6.73,7.73,21.9,16.08,100,17.02,68.07,0,63.8,21.53,85.71,100,0,97.95,48.63,100,100,0
250,cleaned_lyrics,526,-14.65,-30.7,0.71,-13.94,0,16.93,41.85,66.77,100,50.15,0,68.42,100,100,84.37,0,71.43,100,57.14
251,cleaned_lyrics,293,38.82,60.18,64.06,-7.77,100,0,50,87.36,2.59,0,50,100,54.31,74.66,100,75,25,50.86,0
252,cleaned_lyrics,426,7.19,5,-25.36,41.95,21.8,100,0,50,75,100,0,85.05,75.6,94.51,24.71,25,100,25,0
253,cleaned_lyrics,377,25.12,48.61,26.5,0.26,83.33,100,76,92.89,0,0,35.38,4.4,64.15,100,32.13,100,0,0,34.39
254,cleaned_lyrics,158,,,,
255,cleaned_lyrics,252,25.76,8.44,36.65,32.2,32.46,54.25,33.33,100,0,0,68.38,38.97,38.97,100,0,0,100,100,100
256,cleaned_lyrics,610,65.84,61.32,70.23,65.97,86.67,26.67,66.67,0,100,0,70.37,66.67,100,40.74,0,60,40,100,0
257,cleaned_lyrics,258,0.85,-16.35,-28.37,47.28,0,85,0,100,100,100,42.31,88.46,0,11.76,0,0,100,35.95,1.96
258,cleaned_lyrics,166,,,,
259,cleaned_lyrics,671,16.6,-0.16,-33.69,83.66,19.51,26.67,26.67,100,0,100,68.54,60.32,0,95.96,0,100,100,60.18,40.27
260,cleaned_lyrics,450,25.27,34.02,57.36,-15.56,60,80,0,100,60,0,66.67,66.67,100,0,83.33,0,100,0,16.67
261,cleaned_lyrics,516,-24.62,-28.78,-22.23,-22.83,0,67.16,45.26,100,23.37,88.06,91.67,66.67,0,100,82.21,83.33,100,0,100
262,cleaned_lyrics,596,39.83,40.83,36.15,42.5,58.75,0,60,100,40,0,100,47.41,3.58,21.11,0,100,0.17,60.07,0.17
263,cleaned_lyrics,508,39.03,78.89,-45.06,83.24,97.06,40.48,12.18,0,100,100,0,0,58.78,49.59,0,66.67,100,33.66,0
264,cleaned_lyrics,572,26.89,54.51,26.47,-0.32,97.85,0,100,83.55,34.19,6.27,100,35.46,0,35.46,32.75,98.84,83.33,0,100
265,cleaned_lyrics,453,8.4,44.52,-28.93,9.63,71.43,0,100,15.71,15.71,100,41.94,76.77,23.48,0,33.09,49.81,100,0,50.74
266,cleaned_lyrics,430,-29.02,-16.79,-40.8,-29.48,0,44,60,24,100,100,58.33,33.33,25,0,100,25,0,75,25
267,cleaned_lyrics,0,,,,
268,cleaned_lyrics,515,13.51,36.58,-11.6,15.54,33.33,0,33.33,83.33,100,55.56,100,22.22,0,66.67,62.5,0,62.5,100,0
269,cleaned_lyrics,383,52.25,88.13,68.16,0.47,100,32.97,41.35,0,42.45,0,88.89,100,95.32,5.26,12.3,61.49,0,87.54,100
270,cleaned_lyrics,411,17.63,85.6,-5.74,-26.97,100,52.2,0,52.2,52.2,73.67,95.24,100,0,80.95,100,75.91,25.3,0,0
271,cleaned_lyrics,436,47.31,76.52,-10.49,75.89,100,56.27,78.77,56.27,0,74.43,16.67,100,33.33,0,0,100,67.04,34.08,1.12
272,cleaned_lyrics,500,-0.92,30.62,-7.09,-26.29,50,0,100,0,33.33,73.33,86.67,0,100,80,100,50,50,0,0
273,cleaned_lyrics,408,41.29,71.85,-0.48,52.51,100,100,100,25.63,0,57.14,0,100,74.96,74.96,0,100,33.33,34.16,17.28
274,cleaned_lyrics,438,-20.09,-21.87,-24.72,-13.67,0,76.17,48.97,39.46,100,100,0,72.73,76.91,40.13,24.17,0,96.67,26.67,100
275,cleaned_lyrics,330,0.66,24.98,-16.33,-6.67,46.15,30.77,30.77,100,0,78.26,78.26,82.61,0,100,0,0,100,0,100
276,cleaned_lyrics,345,22.1,64.63,-25.63,27.3,100,80,100,80,0,75,58.33,58.33,0,100,100,100,100,50,0
277,cleaned_lyrics,216,,,,
278,cleaned_lyrics,288,0.37,27.27,27.01,-53.17,47.84,23.28,23.28,100,0,0,68.47,85.59,4.2,100,96.61,0,57.97,41.02,100
279,cleaned_lyrics,338,26.11,40.98,7.75,29.59,59.39,79.7,100,41.21,0,45.68,76.14,0,100,53.64,60,40,100,40.6,0
280,cleaned_lyrics,379,19.96,27.93,-19.02,50.97,57.14,100,0,85.71,32,100,42.84,42.84,88.57,0,60,100,60,80,0
281,cleaned_lyrics,153,,,,
282,cleaned_lyrics,469,59.52,60.48,42.26,75.82,76.5,65.57,54.64,0,100,47.43,91.24,100,91.24,0,0,33.33,66.67,100,0.36
283,cleaned_lyrics,368,14.37,48.52,-28.46,23.04,85.69,100,28.43,87.06,0,100,65.01,82.5,0,17.74,0,32.88,32.88,100,100
284,cleaned_lyrics,0,,,,
285,cleaned_lyrics,599,27.87,27.3,29.14,27.16,45.45,0,100,0,47.06,0,17.93,47.8,35.85,100,25,50,100,0,25.42
286,cleaned_lyrics,369,42.01,96.79,63.43,-34.2,100,46.15,30.77,0,23.6,0,45,40,100,87.88,100,0,50,0,0
287,cleaned_lyrics,367,37,83.98,26.75,0.27,100,33.33,56.32,33.79,0,0,65.43,33.67,24.2,100,64.86,97.75,100,0,66.67
288,cleaned_lyrics,313,63.58,79.28,35.91,75.55,100,70.75,56.13,0,74.29,16.35,16.35,65.56,100,0,0,96.88,96.88,100,100
289,cleaned_lyrics,62,,,,
290,cleaned_lyrics,659,30.39,39.61,-7.09,58.64,66.37,15.92,57.96,100,0,55.82,69.78,79.08,0,100,25,75,100,12.5,0
291,cleaned_lyrics,402,8.36,25.59,-28.21,27.69,44.37,100,33.8,45.06,0,72.73,0,55.82,55.82,100,74.07,74.07,100,25,0
292,cleaned_lyrics,425,55.74,93.29,56.63,17.28,100,70,20,0,40,0,0,73.33,100,86.67,75,0,100,100,0
293,cleaned_lyrics,332,-12.71,-29.96,-10.95,2.79,0,96.25,58.13,72.08,100,52.72,0,3.67,100,35.78,19.58,0,40.36,100,80.12
294,cleaned_lyrics,358,8.43,3.12,-8.18,30.33,23.38,100,74.46,0,51.8,97.35,34.6,83.9,100,0,48.96,24.31,48.96,100,0
295,cleaned_lyrics,711,22.08,36.35,19.32,10.56,67.94,30.77,100,92.31,0,10.8,72,0,64,100,0,100,14.46,28.71,85.74
296,cleaned_lyrics,268,-3.65,-35.75,3.31,21.51,0,86.89,86.89,100,11.48,61.11,28.4,50.21,100,0,98.15,49.07,98.15,100,0
297,cleaned_lyrics,430,11.29,6.23,1.36,26.29,27.27,0,63.64,100,0,57.14,71.43,0,100,35.71,0,100,50,50,100
298,cleaned_lyrics,437,47.44,89.61,24.66,28.05,100,77.58,0,0,22.68,29.54,0,92.53,100,100,65.91,32.95,66.67,100,0
299,cleaned_lyrics,427,2.95,-2.39,-47.24,58.49,15.5,64.92,0,100,83.33,100,11.96,40.49,0,48.59,0,64.89,100,1.53,1.53
300,cleaned_lyrics,235,,,,
301,cleaned_lyrics,328,17.85,39.92,38.14,-24.51,66.67,0,100,4.1,71.79,0,100,33.33,49.23,83.08,66.67,0,100,2.05,69.74
302,cleaned_lyrics,425,50.87,68.44,22.28,61.88,100,50,100,25,0,0,66.67,6.67,40,100,0,100,100,0,0
303,cleaned_lyrics,339,34.94,84.77,-10.16,30.22,100,23.28,48.85,23.28,0,100,42.12,85.53,90.35,0,49.81,24.72,49.81,100,0
304,cleaned_lyrics,409,4.76,65.19,-13.39,-37.51,100,32.36,66.18,83.09,0,100,100,100,9.71,0,100,33.33,33.33,0,0
305,cleaned_lyrics,332,-12.71,-29.96,-10.95,2.79,0,96.25,58.13,72.08,100,52.72,0,3.67,100,35.78,19.58,0,40.36,100,80.12
306,cleaned_lyrics,402,8.36,25.59,-28.21,27.69,44.37,100,33.8,45.06,0,72.73,0,55.82,55.82,100,74.07,74.07,100,25,0
307,cleaned_lyrics,539,63.94,70.98,38.98,81.86,100,0,25,75,25.93,45.48,93.18,100,52.29,0,0,66.67,66.67,100,0
308,cleaned_lyrics,448,13.38,62.79,-13.13,-9.52,100,100,15.72,68.18,0,100,52.81,90.56,66.81,0,100,100,0,40.67,0.22
309,cleaned_lyrics,390,-31.31,-16.98,-20.34,-56.62,0,95.65,0,100,52.17,78.95,10.53,100,0,52.63,100,0,33.33,0,50
310,cleaned_lyrics,474,62.94,90.79,64.19,33.83,100,30.31,38.06,22.57,0,0,100,75,75,95.66,49.46,74.73,24.19,100,0
311,cleaned_lyrics,650,-16.89,-44.99,-0.17,-5.52,0,66.67,66.67,100,83.33,56.52,78.26,100,0,86.96,100,0,50,100,0
312,cleaned_lyrics,448,-37.91,-23.27,-14.38,-76.08,0,0,41.59,100,43.93,89.69,100,69.06,20.86,0,95.7,0,0,3.23,100
313,cleaned_lyrics,478,25.71,70.02,37.46,-30.35,100,19.83,79.96,30.38,0,0,100,20,69.47,69.47,100,28.57,28.57,28.87,0
314,cleaned_lyrics,530,47.81,87.04,48.34,8.05,100,83.33,66.67,33.33,0,0,55,100,25,45,33.33,66.67,0,100,66.67
315,cleaned_lyrics,586,31.63,91.7,19.01,-15.82,100,7.27,0,14.55,21.82,41.53,100,22.22,77.78,0,74.36,100,50,0,50
316,cleaned_lyrics,589,31.06,36.57,78.39,-21.77,55.65,97.38,55.65,0,100,0,50,100,91.67,36.54,100,0,42.86,85.71,28.94
317,cleaned_lyrics,0,,,,
318,cleaned_lyrics,639,-4.11,4.69,-30.14,13.12,20,0,20,100,3.46,53.87,26.94,0,53.87,100,20,0,0,100,20.63
319,cleaned_lyrics,673,19.8,29.54,-15.43,45.29,39.07,0,29.3,100,50.8,59.52,100,8.91,0,30.59,0,100,33.33,33.83,33.83
320,cleaned_lyrics,707,-29.83,-10.02,-45.7,-33.78,5.11,100,0,28.11,5.62,100,0,26.12,26.12,2.42,100,55.52,89.59,0,78.39
321,cleaned_lyrics,575,,-17.82,16.16,,0,100,20,20,0,33.33,100,0,83.33,33.33,50,50,50,50,50
322,cleaned_lyrics,510,-23.77,-13.67,-18.49,-39.14,14.29,100,42.86,85.71,0,90,0,100,70,90,100,0,100,0,100
323,cleaned_lyrics,718,7.02,50.39,34.65,-63.97,76.35,52.71,100,0,65.48,0,14.02,17.53,100,32.92,99.31,0,24.83,50,100
324,cleaned_lyrics,462,41.25,72.74,54.73,-3.72,100,39.07,82.12,0,20.53,0,96.29,46.91,100,82.3,0,28.26,85.71,0,100
325,cleaned_lyrics,393,-6.09,43.81,-40.96,-21.13,74.72,100,24.15,76.82,0,92.86,37.14,0,62.38,100,100,0,100,50.64,50.64
326,cleaned_lyrics,419,-13.47,31.85,-40.66,-31.6,49.44,24.16,100,15.74,0,94.99,0,47.5,11.87,100,49.4,98.81,0,0,100
327,cleaned_lyrics,546,19.78,42.82,32.32,-15.79,83.11,0,100,94.74,10.53,0,20.63,100,20.63,52.38,33.03,0,0,100,66.67
328,cleaned_lyrics,440,68.54,77.11,80.47,48.04,100,0,25,62.5,37.5,0,44.44,100,77.78,83.33,0,66.67,100,33.33,66.67
329,cleaned_lyrics,638,12.68,33.64,36.11,-31.7,53.85,0,100,8.6,39.61,0,76.56,9.57,100,71.06,100,24.55,49.7,0,0
330,cleaned_lyrics,572,21.13,2.91,90.29,-29.81,29.41,100,35.6,71.21,0,0,48.63,100,92.99,100,39.65,0,80,20,100
331,cleaned_lyrics,651,-0.98,30.34,-16.95,-16.32,49.24,100,50,50,0,73.85,25,100,0,50,49.62,100,0,0,50
332,cleaned_lyrics,690,-0.58,35.07,-11.26,-25.55,53.85,100,84.62,0,7.69,86.21,79.31,0,100,31.03,100,0,50,33.33,0
333,cleaned_lyrics,654,9.09,37.97,11.33,-22.04,60,0,100,20,61.77,44.44,100,0,83.33,7.52,42.48,0,84.97,56.64,100
334,cleaned_lyrics,565,-3.32,43.51,-38.52,-14.94,66.67,100,0,66.67,100,100,7.69,61.54,0,0,100,50,50,33.33,0
335,cleaned_lyrics,559,-17.35,-24.92,-58.06,30.94,0,50,25,100,50.68,100,0,0,0,50.9,0,0,100,0,0
336,cleaned_lyrics,507,,-0.84,21.8,,0,0,0.33,33.55,100,0,0,0.33,100,0.33,50,50,50,50,50
337,cleaned_lyrics,778,28.79,68.94,18.91,-1.48,100,0,16.67,69.68,2.58,16.72,100,37.54,0,52.38,33.19,16.49,100,0,50.43
338,cleaned_lyrics,758,-29.71,-25.81,-3.58,-59.74,0,8.33,100,68.49,18.16,20.57,56.57,0,17.17,100,100,20,0,0.13,20.26
339,cleaned_lyrics,624,73.95,68.06,78.2,75.59,100,0,46.15,84.62,39.39,0,88.89,100,77.78,91.58,0,33.33,66.67,100,68.01
340,cleaned_lyrics,585,32.03,-2.93,85.58,13.45,11.11,44.44,100,0,100,0,42.86,57.14,85.71,100,75,25,50,100,0
341,cleaned_lyrics,660,59.59,69.44,21.64,87.7,90,100,80,0,30,11.54,38.46,0,100,92.31,0,75,75,100,25
342,cleaned_lyrics,726,-2.95,-29.06,32.85,-12.63,0,100,51.06,67.37,67.37,0,100,42.25,32.63,100,48.63,0,100,0,50
343,cleaned_lyrics,721,-6.6,55,-19.5,-55.3,47.76,12.5,0,0,100,100,58.94,51.58,73.68,0,100,60.58,0,0,40.39
344,cleaned_lyrics,642,25.38,37.15,2.25,36.75,49.14,0,17.47,100,42.23,58.5,89.03,100,0,69.23,37.5,100,50.39,0,0
345,cleaned_lyrics,582,26.39,46.58,28.59,4.01,87.14,0,100,78.03,1.13,0,60.92,73.67,12.23,100,49.43,82.48,100,0,66.67
346,cleaned_lyrics,413,9.97,40.75,30.66,-41.5,66.67,0,100,0,0,0,98.8,0,100,0,98.8,0,49.4,100,100
347,cleaned_lyrics,591,-8.23,-8.1,-15.05,-1.55,0,1.41,100,1.41,80.28,100,89.47,0,96.36,20.65,100,33.71,67.42,67.42,0
348,cleaned_lyrics,489,-16.14,-37.25,-39.31,28.13,0,52.94,100,58.82,18.44,100,90,0,10,73.92,20,100,0,20,0
349,cleaned_lyrics,455,20.61,45.08,9.43,7.31,44.44,55.56,0,44.44,100,81.82,100,81.82,72.73,0,100,50,50,100,0
350,cleaned_lyrics,831,67.17,53.06,87.05,61.39,85.67,40,53.33,100,0,0,42.47,59.73,82.74,100,0,60.1,100,60.1,80.05
351,cleaned_lyrics,622,-5.35,-25.73,59.02,-49.33,0,87.09,34.15,100,45.13,0,31.71,100,57.37,68.03,100,0,0.4,13,0.4
352,cleaned_lyrics,638,-7.13,-40.44,27.75,-8.71,0,100,85.71,88.64,88.64,25,0,100,92.32,92.32,33.25,100,16.56,0,67.28
353,cleaned_lyrics,864,-19.11,0.36,-3.53,-54.16,12.23,36.7,85.63,0,100,60,72,100,0,89.74,100,0,0,0,1.16
354,cleaned_lyrics,1020,36.86,88.28,33.68,-11.38,100,0,0,20,40,35.48,100,51.61,64.52,0,83.33,100,0,50,33.33
355,cleaned_lyrics,780,-31.33,-21.65,-26.45,-45.87,0,62.5,18.75,100,31.25,95.83,0,100,0,79.17,100,20,80,0,100
356,cleaned_lyrics,722,-33.5,-19.34,-17.35,-63.82,0,80.3,10.16,100,37.11,74.15,26.48,100,0,72,77.16,10.96,33.33,0,100
357,cleaned_lyrics,552,15.14,96.42,-18.03,-32.97,100,49.31,38.36,12.79,0,73.57,18.52,0,100,33.33,98.88,0,0.22,100,50.11
358,cleaned_lyrics,721,40.98,42.84,31.63,48.47,75.4,77.78,0,100,33.33,0,22.16,100,25.7,75.23,0,83.35,100,16.76,50.06
359,cleaned_lyrics,528,17.17,43.64,8.16,-0.29,66.58,46.53,100,67.47,0,43.93,73.22,0,100,55.65,49.76,100,49.76,0,50.72
360,cleaned_lyrics,758,10.98,61.62,9.22,-37.92,100,26.52,17.34,92.46,0,33.93,64.42,100,0,92.09,37.98,0,60.76,46.48,100
361,cleaned_lyrics,709,-9.26,-23.37,-43.83,39.42,0,100,33.33,53.33,7.23,96.47,0,32.16,40.19,100,0,100,100,0,51.06
362,cleaned_lyrics,848,-22.53,-23.6,6.76,-50.76,0,100,50,21.54,21.54,47.57,0,59.47,100,4.29,82.76,0,49.66,66.7,100
363,cleaned_lyrics,919,-39.66,-22.28,-45.78,-50.93,0,100,40,33.33,47.76,100,0,12.5,50,42.55,97.34,97.34,0,0,100
364,cleaned_lyrics,789,-7.11,31.55,-17.49,-35.4,57.14,57.14,0,100,16.38,73.68,15.79,100,0,38.99,98.74,0,98.74,49.37,100
365,cleaned_lyrics,808,33.95,55.69,63.98,-17.83,96.7,32.23,0,100,2.7,0,32.72,74.8,62.37,100,48.77,48.77,98.46,0,100
366,cleaned_lyrics,739,-17.52,-34.19,-5.75,-12.63,0,100,62.5,100,89.63,47.83,21.74,100,0,71.64,100,66.67,0,100,34.01
367,cleaned_lyrics,729,49.18,53.05,51.38,43.12,88.7,9.59,32.19,100,0,0,16.43,49.28,59.13,100,0,98.31,98.31,49.15,100
368,cleaned_lyrics,677,-13.58,50.84,-52.5,-39.08,68.73,0,50.55,100,50.55,100,8.34,0,26.38,13.19,65.69,98.77,0,0,100
369,cleaned_lyrics,716,-20.93,-18.59,-24.51,-19.7,0,40.74,11.11,100,20.99,100,0,96.43,57.86,90,59.31,0,100,0,60
370,cleaned_lyrics,438,-29.56,-33.48,-6.38,-48.84,0,100,62.5,77.16,64.51,38.64,13.92,88.07,0,100,100,24.78,49.86,0,50.72
371,cleaned_lyrics,745,18.49,-23.35,35.91,42.91,0,100,33.33,50,33.33,33.33,100,66.67,33.33,0,0,100,0,66.67,0
372,cleaned_lyrics,624,-13.22,-4.19,-19.33,-16.14,29.55,100,64.77,100,0,76.5,76.5,69.55,0,100,100,0,0,100,0.13
373,cleaned_lyrics,865,43.67,39.04,72.42,19.56,66.67,33.33,0,100,0,0,25,50,100,87.5,50,100,0,50,0
374,cleaned_lyrics,663,-29.17,-8.7,-33.87,-44.95,6.05,26.18,100,0,33.81,100,0,18.18,76.58,21.63,100,0,33.33,34.09,34.09
375,cleaned_lyrics,867,-7.07,11.36,-7.24,-25.34,34.48,57.88,5.88,100,0,72.2,100,87.38,0,90.88,74.52,0,100,0.07,62.53
376,cleaned_lyrics,563,-21.68,-32.87,-20.63,-11.54,0,24.4,97.6,75.38,100,100,76.47,0,79.04,1.89,33.33,0,100,0.6,67.86
377,cleaned_lyrics,736,17.47,84.11,13.24,-44.94,100,0,29.34,14.67,14.67,35.01,100,50,0,31.25,65.32,0,66.67,33.33,100
378,cleaned_lyrics,988,1.52,-7.99,37.8,-25.26,0,0,100,0.25,75.63,0,100,100,0.51,50.76,99.49,99.49,0,100,100
379,cleaned_lyrics,0,,,,
380,cleaned_lyrics,664,17.76,48.76,25.01,-20.5,61.54,100,46.15,0,62.7,8.33,41.67,0,100,22.35,0,26.39,46.18,0,100
381,cleaned_lyrics,806,21.35,77.99,11.16,-25.1,97.53,100,0,0,0,49.07,100,0,100,0,99.38,0,100,100,100
382,cleaned_lyrics,895,-21.65,-35.73,22.04,-51.26,0,40,60,60,100,23.08,46.15,15.38,100,0,100,0,60,0,80
383,cleaned_lyrics,629,18.49,60.52,38.05,-43.09,100,0,90.91,36.36,92.51,10,100,80,0,3.44,65.62,32.81,65.62,0,100
384,cleaned_lyrics,0,,,,
385,cleaned_lyrics,694,-14.94,-30.71,-35.26,21.15,0,16.2,64.79,64.79,100,100,2.79,6.84,67.6,0,66.67,100,33.33,33.33,0
386,cleaned_lyrics,697,-17.94,-37.78,-6.73,-9.32,0,97.4,71.97,100,100,47.86,16.83,100,0,75,100,79.97,0,60.52,0
387,cleaned_lyrics,598,69.72,58.87,52.23,98.06,75.38,37.24,60.13,0,100,0,79.01,48.62,100,14.2,0,65.93,98.89,100,33.52
388,cleaned_lyrics,625,44.61,66.7,15.89,51.24,100,0,26.67,73.33,0,0,31.25,37.5,12.5,100,0,37.5,37.5,100,62.5
389,cleaned_lyrics,551,0.53,15.57,12.78,-26.74,31.38,33.33,100,0,33.33,18.2,10,0,100,30,0,0.89,50.45,0.89,100
390,cleaned_lyrics,516,28.24,46.68,13.94,24.09,72.84,75,100,0,75,36.54,80,0,100,40,0,0.24,0.24,100,25.18
391,cleaned_lyrics,651,-24.61,-29.93,-5.55,-38.35,0,60.95,41.43,100,41.43,61.29,100,64.29,0,71.43,99.05,12.5,100,0,100
392,cleaned_lyrics,589,-14.51,-24.18,-7.16,-12.19,0,100,72.73,18.18,46.93,53.85,23.08,0,100,33.27,0,49.37,0,49.37,100
393,cleaned_lyrics,713,37.67,36.21,32.95,43.85,49.65,74.48,0,75,100,0,100,33.33,0.7,0.7,0,33.1,33.1,100,66.67
394,cleaned_lyrics,548,29.69,55.43,21.43,12.2,66.67,100,0,1.12,23.55,33.52,70.68,21.14,100,0,66.06,0,99.09,100,33.33
395,cleaned_lyrics,646,32.12,87.56,62.51,-53.71,100,9.29,18.58,0,46.46,0,77.44,100,54.89,92.48,100,0,0,0,0
396,cleaned_lyrics,762,3.75,47.41,6.49,-42.64,63.83,14.16,0,100,50,45.69,100,61.5,0,47.83,65.8,32.68,66.67,0,100
397,cleaned_lyrics,902,49.6,74.15,68.63,6.03,100,40.7,82.56,9.17,0,0,64.84,51.1,100,75.55,24.31,24.31,100,0,50
398,cleaned_lyrics,571,22.21,67.73,27.85,-28.95,100,9.23,36.92,73.84,0,0,81.66,51.09,14.41,100,100,0,50.55,37.91,12.64
399,cleaned_lyrics,781,-15.35,4.18,-47.56,-2.65,32.01,100,75,50,0,88.22,20,0,40,100,32.91,0,100,33.33,66.67
400,cleaned_lyrics,881,25.66,25.94,10.41,40.63,43.9,0,95,5,100,61.63,100,43.75,59.38,0,0,100,0,42.86,0
401,cleaned_lyrics,428,0.91,8.16,-21.65,16.21,26.74,97.34,69.1,0,100,94.59,0,27.03,100,4.29,74.13,98.84,0,100,0
402,cleaned_lyrics,922,56.05,64.46,35.69,68.01,100,0,78.26,78.26,53.13,0,100,41.81,10.87,34.07,0,100,60.54,60.54,40.43
403,cleaned_lyrics,635,,-27.29,22.33,,0,0,100,100,50,0,0,0,100,16.67,50,50,50,50,50
404,cleaned_lyrics,643,-34.57,-33.28,-54.62,-15.82,0,50,100,51.17,0.78,100,50,0,0.78,0.78,33.07,0,0,100,66.67
405,cleaned_lyrics,758,34.53,52.35,20.31,30.94,98.69,0,98.69,0.65,100,65.57,98.68,65.57,100,0,0,100,0,0,0
406,cleaned_lyrics,0,,,,
407,cleaned_lyrics,658,27.77,35.49,8.65,39.17,54.31,0,21.72,100,12.44,20,100,0,12.98,63.36,0,100,20,20.31,20.31
408,cleaned_lyrics,491,-17.26,-6.9,-51.07,6.18,0,100,1,1,100,100,33.79,0,33.79,67.58,98.99,100,0,100,0
409,cleaned_lyrics,418,60.16,29.96,74.35,76.16,36.43,36.43,56.19,0,100,0,60,100,66.27,86.51,0,49.11,98.22,100,100
410,cleaned_lyrics,686,,56.91,23.64,,99.03,0,100,66.67,33.33,19.71,100,0,100,40,50,50,50,50,50
411,cleaned_lyrics,0,,,,
